id,room_type,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Downtown,PerCapitaIncome,most_freq_aspect
19586208,Shared room,1.0,80.0,8.0,6.0,10.0,10.0,10.0,6.0,0.06,2702.5669842524803,63187,visitor
19586419,Shared room,1.0,,,,,,,,0.1,2831.0097644834996,63187,visitor
19588004,Entire home/apt,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,8052.393382305741,55334,nature
19596257,Entire home/apt,51.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,1.81,1167.46752906126,52422,kitchen
19611889,Private room,2.0,60.0,7.0,6.0,10.0,8.0,10.0,7.0,0.08,7711.72307801438,46444,int_style
19612051,Private room,8.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.35,7677.67646451521,46444,int_style
19626323,Private room,101.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.61,7765.384060890709,46444,facil
19644702,Shared room,109.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.87,1294.8095907239099,52422,visitor
19658833,Private room,13.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.47,6539.214631684761,63457,int_style
19659835,Entire home/apt,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33,4923.9518896948,106653,int_style
19680922,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24,830.946090342147,42152,attr_trans
19694250,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,3852.4336508318297,110777,nature
19704114,Private room,74.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2.67,8260.818995171709,22070,bldg
19721174,Entire home/apt,91.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3.77,2895.39948822018,91171,kitchen
19721472,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,8866.093799599781,71145,bldg
19721524,Entire home/apt,13.0,97.0,10.0,10.0,10.0,9.0,9.0,10.0,0.48,6150.271340160171,60417,nbhd
19745324,Entire home/apt,14.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,7969.87058855827,111386,nature
19753187,Entire home/apt,17.0,98.0,10.0,10.0,9.0,9.0,10.0,9.0,0.63,4417.17918229306,112158,bldg
19780176,Private room,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,766.216779962578,63044,facil
19782416,Entire home/apt,1.0,80.0,10.0,10.0,10.0,10.0,8.0,8.0,0.07,674.124734605517,19552,attr_trans
19808052,Private room,140.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,4.99,3358.1827031865505,112851,bldg
19808652,Entire home/apt,46.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.66,6453.35774629365,63457,facil
19810694,Entire home/apt,27.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97,2857.33850492927,117804,nbhd
19813532,Private room,5.0,75.0,8.0,8.0,10.0,10.0,10.0,8.0,0.2,10235.217171950899,58181,bedroom
19813606,Entire home/apt,5.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.18,2312.44839712863,123115,comm
19813728,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.04,4346.33493303697,110777,bldg
19824550,Private room,78.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2.82,2128.43218427602,37525,comm
19827064,Private room,4.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.17,711.1483739827361,63044,int_style
19827923,Entire home/apt,3.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.13,1730.96410404814,25262,attr_trans
19829202,Entire home/apt,4.0,75.0,10.0,10.0,9.0,10.0,6.0,8.0,0.16,1795.96428921767,25262,int_style
19830610,Entire home/apt,24.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.92,4193.66959684393,103914,nature
19844253,Entire home/apt,9.0,91.0,9.0,9.0,10.0,10.0,8.0,8.0,0.32,7409.25212046509,29101,attr_trans
19849615,Private room,4.0,90.0,9.0,8.0,9.0,9.0,10.0,10.0,0.16,10357.9009542138,58181,nbhd
19849866,Private room,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,706.396052726306,63044,facil
19872447,Entire home/apt,101.0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,3.65,8172.876346198241,45038,bldg
19877901,Private room,60.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,2.22,9581.13749250689,33111,nbhd
19891811,Entire home/apt,29.0,89.0,9.0,8.0,10.0,10.0,9.0,9.0,1.05,8129.20732288371,36844,comm
19892991,Entire home/apt,23.0,95.0,9.0,10.0,10.0,10.0,9.0,8.0,1.05,6487.414768692421,88675,int_style
19894058,Entire home/apt,23.0,85.0,8.0,8.0,9.0,9.0,8.0,9.0,0.83,8132.334476506479,36844,nature
19904931,Entire home/apt,19.0,80.0,9.0,7.0,9.0,9.0,10.0,9.0,0.72,1590.4294366536599,75305,attr_trans
19907178,Entire home/apt,11.0,96.0,10.0,10.0,9.0,10.0,9.0,9.0,0.41,1920.92990324482,59622,int_style
19909235,Private room,1.0,,,,,,,,0.05,4702.4713259622995,53640,bldg
19914814,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.08,1289.9250934121499,75305,comm
19922726,Private room,101.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.89,4895.6049297364,106653,bldg
19924936,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.27,5650.00126697397,68111,bedroom
19933216,Entire home/apt,44.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.7,3910.30803118729,68731,int_style
19934941,Entire home/apt,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.3,1436.03265178534,93901,int_style
19946179,Entire home/apt,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.22,7058.80001643333,74528,attr_trans
19946354,Entire home/apt,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,5699.66619340043,69778,int_style
19949380,Entire home/apt,26.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.95,6329.87097575604,75192,bedroom
19950230,Entire home/apt,47.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.97,4267.53556754299,70132,kitchen
19954872,Private room,201.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,7.24,5799.539016532591,56051,bldg
19979690,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,7.0,0.18,6957.019312642421,80256,bedroom
20002089,Shared room,3.0,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0.11,1907.1006711326002,82816,visitor
20002459,Shared room,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.13,1902.2405057825301,82816,visitor
20002651,Private room,2.0,100.0,9.0,8.0,10.0,10.0,10.0,9.0,0.08,1845.3848766364001,82816,visitor
20024608,Private room,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,719.8041193909751,63044,facil
20059569,Private room,175.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,6.36,5815.795629726589,56051,bldg
20070540,Private room,24.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,1.05,6578.668320859239,91168,nbhd
20072374,Entire home/apt,2.0,70.0,10.0,10.0,10.0,10.0,7.0,10.0,0.24,3536.30536439318,54491,comm
20087573,Entire home/apt,3.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0.12,3568.47806926812,83480,comm
20093004,Entire home/apt,28.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.04,3730.12569368729,82299,attr_trans
20096735,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,3676.49710310924,82570,int_style
20121178,Shared room,2.0,90.0,9.0,9.0,10.0,9.0,9.0,8.0,0.09,1939.99687517868,82816,visitor
20121182,Shared room,3.0,87.0,9.0,8.0,7.0,9.0,10.0,7.0,0.12,1755.2450573099,91842,visitor
20121980,Private room,3.0,87.0,8.0,8.0,10.0,9.0,10.0,9.0,0.11,1946.0448436363502,91842,visitor
20121985,Private room,2.0,80.0,8.0,10.0,9.0,7.0,9.0,9.0,0.12,1843.28795603321,82816,visitor
20122070,Entire home/apt,20.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3.75,3878.0337784852295,110777,int_style
20149972,Entire home/apt,37.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.38,1226.70265620048,132729,int_style
20154622,Private room,203.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,8.38,7746.775323761559,45475,bldg
20155597,Entire home/apt,238.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,9.05,2162.28456794758,123115,attr_trans
20155822,Entire home/apt,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.82,1278.06218399801,75305,int_style
20167050,Private room,25.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.92,10723.5060888023,40612,comm
20167369,Private room,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.44,551.066956152576,132729,comm
20169868,Entire home/apt,221.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,8.12,9979.40777393621,41304,int_style
20173537,Entire home/apt,29.0,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1.06,8130.6488914438705,36844,comm
20194233,Entire home/apt,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54,5179.86622551547,106443,int_style
20195883,Entire home/apt,60.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2.22,5138.1874490932505,61740,bldg
20256864,Private room,108.0,94.0,9.0,9.0,10.0,9.0,10.0,9.0,4.08,9445.839746441641,44345,bedroom
20257107,Private room,32.0,94.0,9.0,10.0,10.0,9.0,9.0,9.0,1.3,9414.32366619851,44345,bedroom
20257125,Private room,8.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.3,9624.507862296321,48858,nature
20258481,Private room,86.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,3.42,7467.565618248459,57689,bldg
20267540,Private room,84.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,3.1,4138.05225362046,82299,kitchen
20269012,Private room,148.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.51,10069.970956219,40734,nature
20269251,Entire home/apt,55.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.29,3607.1309321846998,125379,comm
20269328,Private room,17.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.67,1661.73414177046,48556,facil
20279076,Private room,2.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0.15,756.033815602623,63044,comm
20281663,Private room,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.11,9624.78933332801,54722,comm
20286716,Private room,7.0,86.0,9.0,9.0,9.0,9.0,9.0,9.0,0.27,9761.38363556619,48858,nature
20286823,Private room,87.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.72,4540.89701258938,61988,int_style
20286868,Private room,13.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0.49,9638.42544052479,48858,nature
20287325,Private room,102.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,3.88,5306.7281225536,75446,bldg
20302991,Entire home/apt,62.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,2.3,4947.86646977645,103632,attr_trans
20305889,Entire home/apt,35.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.33,5736.41150652309,72179,comm
20311264,Entire home/apt,4.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0.15,5003.7772896362,53640,attr_trans
20321045,Entire home/apt,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.49,1464.2620414093399,79736,int_style
20331337,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,3962.44950066096,110777,nature
20331804,Private room,32.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.23,5662.1380850878695,69778,bedroom
20335923,Private room,2.0,90.0,10.0,9.0,9.0,10.0,10.0,10.0,0.09,1961.8697390937803,82816,visitor
20361588,Entire home/apt,92.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.5,9083.86230114933,72222,nbhd
20361695,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,3047.20390522676,85297,comm
20364980,Entire home/apt,25.0,94.0,10.0,10.0,10.0,10.0,8.0,10.0,1.14,7271.04907690265,27830,int_style
20365435,Entire home/apt,9.0,84.0,9.0,7.0,9.0,9.0,9.0,9.0,0.34,8109.75944719059,36844,attr_trans
20365447,Private room,7.0,89.0,9.0,9.0,9.0,9.0,7.0,9.0,0.32,7184.234067093921,27830,int_style
20367610,Private room,75.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,2.8,8697.276606115329,51806,comm
20367796,Private room,73.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.72,8769.07991881946,51806,comm
20367880,Private room,89.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,3.33,8737.03979045149,51806,comm
20368086,Private room,78.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2.91,8678.5559047817,51806,facil
20386464,Entire home/apt,30.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.19,5681.24861017891,102588,nbhd
20388193,Private room,44.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1.66,6385.30414828748,27978,comm
20393341,Entire home/apt,132.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.05,5406.30155561651,103534,comm
20397022,Private room,4.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.15,4249.223740755,101130,attr_trans
20399118,Private room,68.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.53,9360.06066213343,79949,bldg
20408154,Private room,53.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1.98,8796.464786092309,49655,attr_trans
20408951,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.23,2308.34010954002,115293,int_style
20424404,Entire home/apt,42.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.63,6133.5592651161,72179,visitor
20424542,Entire home/apt,81.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.24,7613.403649684691,74140,nbhd
20424773,Private room,83.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.2,2329.9001239774398,54816,facil
20425693,Entire home/apt,51.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.96,4711.58854859317,121311,nbhd
20425974,Entire home/apt,61.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.28,7089.4449153912,28465,int_style
20426651,Private room,26.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.02,4796.96085044244,53640,nature
20426652,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,8.0,9.0,0.12,2111.6199926926997,54816,comm
20439767,Private room,120.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4.45,7812.7869543797415,36844,kitchen
20440309,Private room,78.0,91.0,9.0,8.0,10.0,10.0,10.0,9.0,2.89,7300.28559094087,91168,bldg
20444584,Entire home/apt,23.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.88,9376.41503240658,79949,nbhd
20450156,Private room,72.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,2.74,1270.32052754082,78479,bldg
20460402,Entire home/apt,21.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.79,8935.69481884955,36347,bedroom
20473642,Shared room,5.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.35,9038.977400148071,51806,bldg
20478011,Entire home/apt,66.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,2.56,6062.173275629871,96275,bldg
20488889,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.17,6239.2900178562,60417,nbhd
20500854,Entire home/apt,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.65,6798.771088965339,91168,comm
20501065,Entire home/apt,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.34,4007.0768791258,59299,bedroom
20501268,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17,3751.59171145192,96475,nbhd
20505903,Private room,76.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.85,1236.0189887721099,78479,int_style
20522974,Entire home/apt,2.0,100.0,9.0,10.0,10.0,10.0,7.0,7.0,0.14,4236.24156087931,71862,comm
20541727,Private room,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,5078.606788452071,106653,bedroom
20542337,Private room,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.35,5229.775130178,88675,visitor
20543892,Private room,40.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.67,9340.77373392243,49655,facil
20563658,Entire home/apt,36.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.36,8066.77665918945,71145,nbhd
20573374,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,5226.098613000129,61988,kitchen
20591785,Entire home/apt,23.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.86,1480.1808964831303,93901,kitchen
20608059,Private room,89.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.52,6489.00503594173,52263,bldg
20614522,Private room,1.0,60.0,4.0,4.0,6.0,4.0,8.0,8.0,0.08,1861.0297452717498,82816,visitor
20620600,Entire home/apt,34.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.34,4524.31402079846,121311,bldg
20635045,Private room,11.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.43,5189.27241546811,103534,visitor
20635517,Private room,4.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.22,5439.868983992629,115779,nbhd
20637303,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,5711.71583395688,115779,comm
20641131,Private room,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.44,5203.716706318621,72179,comm
20649513,Entire home/apt,28.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06,4022.7367776524898,103914,attr_trans
20652741,Entire home/apt,53.0,91.0,10.0,10.0,10.0,9.0,8.0,9.0,3.5,6659.934288844921,31966,comm
20654216,Private room,121.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.58,4404.58443758378,112158,comm
20663782,Entire home/apt,7.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,0.34,3006.7908443992796,85297,attr_trans
20676931,Entire home/apt,18.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,3739.37745193264,125379,nature
20681294,Private room,32.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1.25,8586.881589649041,71145,comm
20695687,Private room,226.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.98,5189.5404407487395,84845,int_style
20696391,Entire home/apt,11.0,96.0,9.0,9.0,10.0,10.0,9.0,9.0,0.46,6123.026485310999,96275,attr_trans
20696918,Private room,58.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.26,9310.78067922322,28350,comm
20698881,Shared room,1.0,40.0,6.0,4.0,8.0,6.0,8.0,6.0,0.33,3494.5500912469897,68731,visitor
20704455,Entire home/apt,3.0,100.0,10.0,10.0,9.0,10.0,9.0,9.0,0.15,2010.48148862529,54816,comm
20712310,Private room,29.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.12,8292.31574689498,28631,bldg
20720492,Entire home/apt,18.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.69,5116.44650480355,84845,int_style
20722412,Private room,3.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0.12,1010.3843984298801,132729,facil
20725043,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.23,2511.48131112003,83841,int_style
20739989,Private room,83.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.61,6804.708934120071,52263,facil
20744996,Entire home/apt,9.0,91.0,10.0,8.0,10.0,9.0,10.0,9.0,0.36,3453.0574407398303,85297,nature
20745195,Private room,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94,3737.06366759701,70132,nature
20746223,Entire home/apt,3.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.13,3530.0340134219605,117694,nbhd
20750046,Entire home/apt,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.12,4403.392241318739,46881,attr_trans
20750111,Entire home/apt,27.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.05,4148.22217769283,96475,int_style
20761833,Private room,101.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.88,7162.23072664922,91168,comm
20762414,Entire home/apt,165.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,6.44,7405.3509928108915,74140,bldg
20765941,Entire home/apt,118.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.59,10750.6400787081,48654,attr_trans
20768833,Entire home/apt,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.66,5945.39958311355,93008,facil
20772598,Entire home/apt,5.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,4.41,8701.730614183929,49655,bldg
20776056,Entire home/apt,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26,1276.39981655912,103098,int_style
20799337,Entire home/apt,150.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.91,1515.5486942236498,52422,attr_trans
20803354,Private room,263.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,10.19,4788.00277633159,61988,int_style
20805606,Entire home/apt,13.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.51,4269.95818062449,45200,bldg
20813007,Private room,73.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.85,7187.917677706209,27830,comm
20814139,Private room,69.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.76,4378.11760568736,108968,nbhd
20837529,Entire home/apt,228.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,8.8,8815.06543201288,26656,comm
20847212,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,4962.07215906933,103632,visitor
20852099,Entire home/apt,219.0,91.0,9.0,10.0,10.0,10.0,9.0,9.0,8.51,8733.35789646811,26656,comm
20852769,Entire home/apt,33.0,83.0,9.0,8.0,10.0,10.0,10.0,9.0,1.27,1252.16288799967,75305,attr_trans
20870768,Private room,8.0,85.0,9.0,8.0,10.0,10.0,9.0,9.0,0.31,6091.963146519611,54839,comm
20873868,Private room,19.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.75,4823.74011441271,71862,int_style
20873957,Entire home/apt,29.0,90.0,9.0,10.0,10.0,10.0,8.0,9.0,1.15,2173.9838482463397,78479,kitchen
20885900,Private room,106.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.4,1814.4708725538396,43581,int_style
20888699,Private room,28.0,94.0,9.0,10.0,10.0,9.0,10.0,9.0,1.11,1155.4795875155,25640,facil
20899777,Private room,3.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.37,1328.8527416771,63889,attr_trans
20903277,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,1857.2995949696103,107812,nbhd
20905918,Private room,42.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.63,3803.2727123851796,59299,nbhd
20906522,Private room,194.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,7.54,5682.67991817124,56051,bldg
20931156,Private room,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.04,6994.56405055016,74528,comm
20933318,Entire home/apt,86.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.7,1822.61144131869,107812,int_style
20957462,Private room,7.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0.3,1858.52986179195,91842,nbhd
20957480,Private room,95.0,87.0,10.0,8.0,9.0,9.0,9.0,9.0,3.79,9443.345457058771,31739,bldg
20967325,Entire home/apt,67.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.61,6435.7761223822,63457,int_style
20979534,Private room,72.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.84,4370.856200635821,103632,bldg
20981346,Entire home/apt,51.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,2.06,6520.61896212493,91168,kitchen
20983732,Entire home/apt,20.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.79,7260.28953363601,34706,bldg
20990167,Entire home/apt,2.0,60.0,10.0,4.0,10.0,8.0,10.0,6.0,0.09,3431.3444988206397,85297,facil
20994570,Entire home/apt,128.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.2,9489.785779609441,53373,facil
21000319,Entire home/apt,17.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.84,3679.50799294956,59299,nbhd
21005685,Private room,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,8226.131323933929,45475,bedroom
21010862,Private room,69.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2.77,2064.5780033164397,59622,comm
21011508,Entire home/apt,87.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.39,9902.84357527792,53373,int_style
21011550,Entire home/apt,1.0,80.0,10.0,8.0,10.0,8.0,10.0,8.0,0.39,4545.16814603915,113435,facil
21024486,Private room,2.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.28,3800.07305929483,75612,visitor
21026079,Private room,52.0,92.0,9.0,8.0,10.0,10.0,10.0,9.0,2.06,5360.22258277266,75446,comm
21026891,Shared room,79.0,95.0,10.0,8.0,10.0,10.0,10.0,9.0,3.09,5150.7374999425,75446,bedroom
21026964,Shared room,71.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2.81,5336.609518082871,75446,bldg
21028058,Entire home/apt,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.96,4668.629583935151,112158,int_style
21028247,Entire home/apt,69.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.74,9208.223776728872,72222,bldg
21028485,Private room,4.0,90.0,10.0,9.0,10.0,10.0,9.0,7.0,0.27,7633.27797713458,35650,bldg
21045694,Entire home/apt,139.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5.42,9523.3995099374,28350,bedroom
21047729,Entire home/apt,22.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.89,5470.163198910321,92150,visitor
21054696,Entire home/apt,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,4760.98357335746,106653,int_style
21057777,Private room,131.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.4,6317.547067261379,59758,nature
21057963,Entire home/apt,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.84,4663.00786303177,112158,bldg
21058406,Entire home/apt,86.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.37,4205.1248722152895,84016,bldg
21068061,Entire home/apt,253.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,10.44,8110.63242589109,36844,comm
21070256,Private room,95.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,4.83,9129.38208737965,79949,attr_trans
21075660,Entire home/apt,14.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.68,6245.7620910306005,59758,bldg
21079302,Entire home/apt,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,0.04,3817.2090451316103,110777,attr_trans
21079469,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.23,4816.81773524846,121311,int_style
21082676,Private room,210.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,8.3,4176.11589886056,96475,int_style
