id,room_type,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Downtown,PerCapitaIncome,most_freq_aspect
958,Entire home/apt,222.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.77,4068.1320733652706,110777,int_style
3850,Private room,167.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.33,6792.053605081589,93008,comm
5858,Entire home/apt,111.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.87,5666.12834229402,69778,nature
7918,Private room,18.0,86.0,8.0,8.0,9.0,9.0,9.0,8.0,0.15,5573.866947209201,99041,comm
8142,Private room,8.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0.13,5632.8828739683495,99041,comm
8339,Entire home/apt,28.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.23,3866.2604904185296,82570,int_style
8739,Private room,707.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.66,4293.72800160924,108968,bldg
9225,Private room,517.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,4.24,3423.2242196610305,125379,bedroom
10251,Entire home/apt,337.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.73,4011.6211856431396,59299,comm
10578,Entire home/apt,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,1495.76456165549,93901,attr_trans
10820,Entire home/apt,37.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,0.3,4231.28423682886,110777,nature
10824,Entire home/apt,15.0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,0.16,3130.17007270935,84435,attr_trans
10832,Entire home/apt,19.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0.23,1152.16024024485,23103,int_style
12041,Private room,6.0,80.0,9.0,8.0,9.0,10.0,9.0,7.0,0.06,4878.14027695911,75446,comm
12042,Private room,5.0,64.0,6.0,6.0,10.0,9.0,9.0,8.0,0.06,5088.797555254179,98656,comm
12522,Private room,416.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.49,4538.340796825661,112158,attr_trans
12584,Entire home/apt,17.0,95.0,9.0,10.0,9.0,9.0,9.0,9.0,0.2,6008.36635398416,93008,int_style
14125,Entire home/apt,116.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.97,4717.531976444079,92150,int_style
17132,Entire home/apt,14.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.13,997.210914754357,132729,facil
18231,Entire home/apt,62.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54,5612.955104955529,102588,bldg
18904,Private room,402.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.17,3728.00244923573,83480,kitchen
21334,Entire home/apt,119.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.03,1510.0998058553303,75305,comm
21914,Private room,14.0,78.0,8.0,8.0,10.0,10.0,10.0,7.0,0.14,5687.1477991519,99041,comm
23611,Private room,252.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.17,5392.47920654737,72179,comm
23630,Entire home/apt,392.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.43,5285.3387111858,103534,kitchen
24463,Private room,294.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.56,4051.1561421137103,70132,nbhd
24685,Private room,199.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.76,4229.886956719671,110777,nbhd
24723,Entire home/apt,316.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.71,3174.4373895659,74516,bedroom
25094,Private room,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.95,6356.44450240015,96275,int_style
25463,Private room,432.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.93,3588.6493772874396,82570,kitchen
25662,Private room,313.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2.77,3432.8366437230497,118479,comm
26408,Entire home/apt,34.0,91.0,9.0,8.0,9.0,9.0,9.0,9.0,0.34,3533.0577580372296,88425,nature
27025,Entire home/apt,132.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.14,4405.6251964141,96475,int_style
27028,Private room,27.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.49,4086.5176360530604,108968,nature
29373,Entire home/apt,16.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.16,6283.814250517371,60417,bedroom
29557,Entire home/apt,58.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.52,9512.491758920229,54722,bldg
32414,Entire home/apt,94.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.83,5978.04718474913,72179,attr_trans
33578,Entire home/apt,576.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.19,3075.0669938718297,83841,attr_trans
39174,Entire home/apt,21.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0.21,5470.98153550374,92150,bldg
39418,Entire home/apt,22.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.22,6089.744742593531,69778,nbhd
40092,Entire home/apt,97.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0.87,4087.33995183752,61738,kitchen
40138,Private room,137.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.26,4542.18783350143,84016,nbhd
41055,Entire home/apt,54.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.48,4665.582171185,112158,nbhd
41172,Private room,257.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.3,6023.5178169518,72179,nature
41399,Entire home/apt,80.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.94,4455.41923840732,61738,visitor
41423,Entire home/apt,148.0,89.0,9.0,8.0,9.0,9.0,9.0,9.0,1.32,7054.97768109706,91168,comm
42403,Entire home/apt,6.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,6821.72286388678,48868,comm
42408,Entire home/apt,4.0,87.0,9.0,8.0,10.0,10.0,8.0,7.0,0.04,6754.51012569396,48868,int_style
42454,Entire home/apt,11.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.12,4814.249719414461,40240,comm
42577,Entire home/apt,2.0,80.0,5.0,8.0,10.0,8.0,7.0,8.0,0.03,4368.49791473801,103914,comm
43778,Entire home/apt,8.0,56.0,8.0,7.0,8.0,7.0,7.0,7.0,0.07,4348.33714111415,103632,bldg
44032,Entire home/apt,283.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.53,4757.02472370915,40240,visitor
44680,Entire home/apt,3.0,100.0,,,,,,,0.03,5059.26350095081,92150,comm
45299,Entire home/apt,141.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.26,4711.18854221649,112158,facil
47486,Entire home/apt,31.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.28,9714.4348287983,79949,attr_trans
47682,Entire home/apt,27.0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0.24,2268.05108262937,123115,bldg
51374,Entire home/apt,8.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.07,5933.60341138967,59713,int_style
51557,Entire home/apt,107.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.97,3563.72598810664,83480,kitchen
51773,Private room,163.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.58,2416.42824337827,123115,attr_trans
53280,Private room,143.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3,6125.65729542814,60417,visitor
53934,Entire home/apt,232.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.11,1668.45256347396,43581,facil
54518,Entire home/apt,18.0,90.0,10.0,9.0,9.0,10.0,10.0,9.0,0.18,199.7667777434,63044,int_style
54634,Entire home/apt,40.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0.36,2464.55877066205,122738,attr_trans
55632,Entire home/apt,10.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0.09,7859.60208121022,47528,visitor
55636,Entire home/apt,27.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.25,6363.77982611807,88675,comm
56621,Private room,123.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.12,2292.95941558678,123115,attr_trans
56715,Entire home/apt,88.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.81,1726.8467256663198,43581,facil
57479,Entire home/apt,152.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.39,4121.001915544241,82570,int_style
57561,Entire home/apt,216.0,92.0,10.0,9.0,10.0,9.0,9.0,9.0,1.98,5266.42070938233,72179,bldg
57676,Private room,122.0,94.0,9.0,9.0,9.0,9.0,10.0,9.0,1.18,4326.75061330519,61738,visitor
59344,Entire home/apt,339.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.13,5880.41579696255,93619,nbhd
59381,Private room,245.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2.37,1901.77759523263,81461,comm
59702,Private room,192.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.88,5808.080656847729,72179,visitor
59831,Private room,1.0,20.0,,,,2.0,,,0.01,9142.748885473471,49655,comm
60365,Entire home/apt,202.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.87,4118.16491487636,110777,nbhd
62519,Private room,37.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.64,6310.801965874301,91168,bldg
62651,Entire home/apt,55.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.54,4074.9764909509795,108968,int_style
63247,Entire home/apt,369.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.42,5035.49979490687,40240,kitchen
64165,Private room,67.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.67,2889.60914398834,111728,bldg
66119,Entire home/apt,98.0,84.0,9.0,9.0,10.0,10.0,9.0,8.0,0.97,7201.94036350876,59125,nbhd
66188,Entire home/apt,13.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0.13,9889.09308911339,54722,comm
66664,Entire home/apt,44.0,79.0,8.0,8.0,9.0,10.0,9.0,8.0,0.41,7145.794150844829,79636,nbhd
68239,Entire home/apt,37.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.36,4838.17655896062,92150,nbhd
69410,Entire home/apt,52.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.5,6052.737199573559,68111,bldg
69549,Private room,39.0,91.0,9.0,9.0,10.0,9.0,9.0,9.0,0.37,7377.502547446941,35650,comm
69553,Private room,27.0,82.0,8.0,8.0,9.0,9.0,8.0,8.0,0.26,7223.79419135639,35650,comm
69681,Entire home/apt,7.0,93.0,9.0,8.0,9.0,9.0,9.0,8.0,0.07,9906.20081758105,44345,nature
70139,Entire home/apt,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,5754.9774018790795,93619,nbhd
70284,Shared room,15.0,93.0,9.0,8.0,9.0,9.0,9.0,10.0,0.15,689.903675265581,35292,visitor
70753,Shared room,391.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,3.67,549.311172625963,19552,visitor
71645,Private room,145.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,3.25,5306.5247085524,84845,bldg
71779,Entire home/apt,2.0,60.0,9.0,8.0,10.0,10.0,8.0,8.0,0.02,6109.97402593439,63457,bldg
72365,Entire home/apt,97.0,91.0,8.0,8.0,10.0,9.0,10.0,9.0,0.92,3643.0905189403707,82570,bedroom
72444,Shared room,398.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,3.8,516.737610292231,63044,visitor
72921,Entire home/apt,52.0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,0.49,3459.64863614133,88425,attr_trans
74451,Entire home/apt,19.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0.2,3697.1464365346706,82570,bedroom
74758,Private room,35.0,84.0,9.0,8.0,9.0,9.0,8.0,8.0,0.33,7229.704908170841,35650,nbhd
75422,Private room,9.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,0.1,7222.386622538471,35650,comm
75423,Private room,35.0,88.0,9.0,8.0,9.0,9.0,8.0,9.0,0.34,7312.453143395121,35650,bldg
77175,Entire home/apt,382.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.65,6803.813460893679,75581,comm
77932,Private room,23.0,82.0,8.0,8.0,9.0,8.0,8.0,8.0,0.24,7211.583633103679,35650,comm
78651,Private room,91.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.89,4472.98990996825,61738,visitor
80394,Entire home/apt,22.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.32,4595.32276574836,75446,nbhd
81158,Entire home/apt,16.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.15,4287.36864746007,84016,nbhd
81256,Private room,20.0,78.0,8.0,7.0,8.0,9.0,7.0,8.0,0.2,7218.2974836422,35650,comm
83257,Private room,96.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.93,4055.27755053867,84016,comm
83553,Entire home/apt,8.0,97.0,10.0,10.0,9.0,10.0,9.0,9.0,0.08,9978.60054235596,44345,comm
84777,Entire home/apt,253.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.45,5474.10049708512,103534,comm
87640,Private room,354.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.4,5908.8094924338,93619,comm
91957,Entire home/apt,95.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0.96,5640.29773527133,99041,bldg
96383,Private room,134.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.3,2310.91408958566,123115,kitchen
99094,Entire home/apt,406.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.94,3575.8957267765204,68731,attr_trans
100710,Entire home/apt,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,4695.903014362229,108968,nbhd
102951,Shared room,6.0,97.0,10.0,9.0,10.0,9.0,8.0,10.0,0.07,711.152990331908,35292,visitor
105497,Private room,4.0,80.0,8.0,8.0,8.0,8.0,8.0,8.0,0.16,9643.057370212071,53373,bldg
106025,Entire home/apt,60.0,99.0,10.0,10.0,10.0,10.0,8.0,10.0,0.58,1686.6725338839099,48556,int_style
109883,Entire home/apt,361.0,94.0,10.0,9.0,10.0,9.0,10.0,9.0,3.54,8801.845687616591,79949,bedroom
110825,Entire home/apt,9.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0.09,8636.45585192259,41389,bldg
114401,Private room,571.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.56,4500.07806777131,112158,comm
115242,Entire home/apt,10.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.1,1674.83636590784,54073,nbhd
121065,Entire home/apt,36.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39,3772.92266763683,83480,int_style
126046,Entire home/apt,82.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.83,4927.1214382670705,98656,int_style
128230,Entire home/apt,151.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.48,4997.93731154901,106653,nature
130775,Private room,11.0,87.0,8.0,7.0,10.0,9.0,10.0,8.0,0.12,5516.76192556422,99041,comm
130805,Entire home/apt,86.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.84,4563.2277576789,61738,int_style
132441,Private room,129.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.27,6285.43668483495,59758,comm
134015,Entire home/apt,72.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.71,2679.33106663304,111728,attr_trans
134193,Entire home/apt,18.0,94.0,10.0,9.0,9.0,10.0,9.0,9.0,0.18,6954.58132704627,80256,bldg
137546,Private room,237.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.55,5582.30823506472,93619,int_style
137672,Entire home/apt,14.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,7379.05340305405,57689,nbhd
138592,Entire home/apt,27.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.27,4963.25137743092,106443,bedroom
138619,Entire home/apt,67.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.66,778.372786356943,48803,attr_trans
138772,Private room,64.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,4889.49138327395,112158,bldg
140568,Private room,151.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.49,6214.815197366801,59758,comm
142177,Entire home/apt,189.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.93,7340.2724649684,60590,nbhd
144978,Private room,119.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.18,2334.00436071252,123115,bldg
147443,Entire home/apt,108.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1.06,6643.223391768629,96275,comm
148559,Entire home/apt,19.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,0.19,4034.51506824757,84345,nbhd
148627,Entire home/apt,110.0,85.0,9.0,9.0,9.0,9.0,9.0,8.0,1.14,2698.34676255816,111728,visitor
148769,Entire home/apt,134.0,89.0,9.0,8.0,10.0,9.0,9.0,7.0,2.05,6377.24411112048,52263,facil
150347,Entire home/apt,119.0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,1.18,3866.2778702220703,61738,nbhd
150848,Private room,226.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.28,3459.28221512027,118479,comm
162934,Entire home/apt,238.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.36,9423.11893696574,54722,comm
164207,Private room,357.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.53,8219.77539615942,71145,comm
166199,Entire home/apt,159.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,1.6,4552.29523786849,112158,nbhd
166771,Entire home/apt,155.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.55,5053.88736332495,98656,facil
175090,Entire home/apt,24.0,87.0,9.0,9.0,9.0,10.0,10.0,9.0,0.24,625.305760013349,63044,int_style
175102,Entire home/apt,50.0,94.0,10.0,10.0,9.0,10.0,9.0,9.0,0.5,539.0210671488379,63044,int_style
176274,Private room,10.0,83.0,9.0,7.0,8.0,10.0,8.0,7.0,0.1,7165.95603410652,35650,attr_trans
177137,Entire home/apt,63.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.63,917.093995160845,19552,int_style
180233,Entire home/apt,20.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.21,5030.7295322541995,112158,comm
183859,Entire home/apt,237.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.62,7135.71575721514,75581,int_style
187730,Private room,128.0,96.0,10.0,9.0,10.0,9.0,10.0,9.0,1.28,4334.01562125147,61738,visitor
189068,Private room,171.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.71,6248.256226117671,59758,nbhd
189894,Entire home/apt,41.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47,2973.6745926931203,111728,attr_trans
191632,Entire home/apt,476.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.76,5020.86247343802,71862,kitchen
199480,Private room,199.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,5387.53528333488,72179,nbhd
201313,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,1285.45080208453,94296,facil
201579,Entire home/apt,213.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.14,3500.94443769355,82299,int_style
206566,Shared room,9.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.12,612.103204026163,19552,visitor
206634,Shared room,6.0,97.0,8.0,9.0,9.0,10.0,10.0,10.0,0.06,616.9769158190339,19552,visitor
206637,Shared room,3.0,80.0,8.0,8.0,10.0,9.0,10.0,8.0,0.04,687.3796722342821,35292,visitor
207980,Entire home/apt,377.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,3.81,6394.34309131609,96275,facil
208727,Private room,28.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0.31,8109.354401990258,55334,facil
208831,Entire home/apt,469.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.75,1746.5066087654998,81461,attr_trans
209514,Private room,470.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,4.74,5106.05245836811,75446,nature
212265,Entire home/apt,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94,4252.28461735675,52902,attr_trans
212783,Private room,438.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,4.42,5095.04305817344,75446,nature
213532,Private room,481.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,4.86,5006.34237895359,75446,nature
213854,Entire home/apt,38.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.39,4938.313520860879,106653,nbhd
216042,Entire home/apt,49.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.49,5708.1582088498,69778,nbhd
216064,Private room,252.0,97.0,,,,,,,2.55,8030.3255781993,45038,bldg
217106,Entire home/apt,44.0,94.0,9.0,8.0,10.0,10.0,10.0,9.0,0.45,5171.3483912244,98656,nbhd
220418,Private room,426.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,4.31,5189.695820129071,75446,nature
221342,Private room,205.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,2.07,1842.98041580413,81461,bldg
224579,Entire home/apt,106.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.07,4102.0080441695,45200,facil
225933,Private room,191.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.98,3939.09206577415,84345,attr_trans
229240,Shared room,360.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3.65,428.86184343941596,63044,visitor
229319,Entire home/apt,18.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.19,6261.4439361947,60417,int_style
231129,Entire home/apt,64.0,88.0,9.0,10.0,9.0,9.0,10.0,9.0,0.68,1051.94551262325,64348,int_style
231752,Entire home/apt,77.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,5532.09197949635,88675,bldg
232060,Entire home/apt,113.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.2,6946.62674775057,79636,comm
238190,Private room,218.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.23,1885.2173188059198,81461,int_style
238204,Entire home/apt,204.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.09,10916.7547145332,48654,attr_trans
241235,Shared room,323.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,3.3,464.39335060993795,63044,visitor
242008,Entire home/apt,63.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.79,2107.7424381602696,78479,int_style
244361,Entire home/apt,72.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.74,924.714405298245,42152,bldg
245339,Entire home/apt,8.0,90.0,10.0,9.0,9.0,9.0,8.0,8.0,0.11,2140.88662502402,64305,visitor
252867,Entire home/apt,23.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.24,3790.40417096197,70132,bedroom
256148,Private room,592.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.11,5160.70056105364,103534,comm
256176,Private room,309.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.19,5326.760240764579,61740,attr_trans
258873,Private room,369.0,87.0,9.0,7.0,10.0,10.0,10.0,9.0,4.25,1199.18749360986,48803,comm
259621,Shared room,236.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.44,495.51306482689,19552,visitor
259622,Shared room,214.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2.28,566.67630903539,19552,visitor
259919,Entire home/apt,13.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,0.14,5779.569146214661,59713,bedroom
261358,Entire home/apt,1.0,80.0,10.0,10.0,8.0,10.0,6.0,6.0,0.01,2194.03492659253,64305,int_style
269371,Private room,187.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.94,4924.40580204264,121311,bldg
269463,Entire home/apt,122.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.26,5475.14244395455,99041,int_style
271602,Entire home/apt,102.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1.07,1651.3643288212802,59622,int_style
271647,Shared room,134.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1.55,10422.4690252688,40734,nbhd
273530,Entire home/apt,33.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.46,4088.6673164999997,70132,nbhd
274334,Private room,79.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0.83,10237.550750766899,40734,int_style
276072,Private room,54.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.62,3643.09568954807,68731,attr_trans
277339,Entire home/apt,357.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.76,7983.70545024112,45038,bldg
279184,Entire home/apt,13.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.14,4689.44754437105,40240,bedroom
280549,Private room,35.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.46,7599.265011179241,75119,bldg
280673,Private room,94.0,88.0,9.0,8.0,10.0,9.0,9.0,9.0,0.98,5651.65878822073,93619,visitor
284117,Entire home/apt,210.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.24,6136.631218443001,93619,nbhd
284766,Entire home/apt,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.92,3017.92752237474,85297,int_style
285499,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.05,4826.76197192965,121311,int_style
286311,Entire home/apt,16.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.38,5121.27113703569,121311,bldg
287907,Entire home/apt,67.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0.72,7506.473037730029,67198,visitor
288213,Entire home/apt,186.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.97,3797.6685759428797,103914,comm
292723,Private room,18.0,82.0,8.0,8.0,9.0,9.0,8.0,8.0,0.19,7229.894887266129,35650,attr_trans
295240,Entire home/apt,163.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.73,4909.29485486301,121311,nature
295565,Private room,12.0,96.0,8.0,9.0,10.0,10.0,9.0,9.0,0.13,7323.06282531347,35650,comm
307837,Entire home/apt,61.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.67,5729.163848686921,115779,facil
308885,Entire home/apt,110.0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1.26,1029.63343659575,48803,int_style
314248,Entire home/apt,42.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0.58,3345.75375647957,124008,attr_trans
314368,Entire home/apt,37.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2.12,1430.5311327060401,103098,attr_trans
317121,Entire home/apt,28.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.3,5160.76687776877,98656,nbhd
323635,Private room,76.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.83,7997.582012791429,27446,nbhd
325478,Entire home/apt,120.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.28,4233.94456672614,108968,int_style
326650,Entire home/apt,34.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0.38,3049.6889192559697,74516,attr_trans
329020,Entire home/apt,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,1217.74467271513,132729,int_style
330535,Entire home/apt,111.0,94.0,10.0,9.0,9.0,9.0,10.0,9.0,1.19,4968.225034014939,98656,int_style
330736,Entire home/apt,68.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.72,3075.7993363316305,63187,facil
334339,Private room,184.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.1,5111.44446803453,121311,facil
334886,Private room,127.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.37,4365.00235454574,101130,nature
